"ObjectName","ObjectType","ObjectGuid","PrincipalName","PrincipalType","ActiveDirectoryRights","ACEType","AccessControlType","IsInherited"
"brad@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"brad@HTB.LOCAL","USER","","Enterprise Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"brad@HTB.LOCAL","USER","","Administrators@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"brad@HTB.LOCAL","USER","","Local System@HTB.LOCAL","USER","GenericAll","","AccessAllowed","False"
"brad@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","Owner","","AccessAllowed","False"
"julia@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"julia@HTB.LOCAL","USER","","Enterprise Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"julia@HTB.LOCAL","USER","","Administrators@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"julia@HTB.LOCAL","USER","","Local System@HTB.LOCAL","USER","GenericAll","","AccessAllowed","False"
"julia@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","Owner","","AccessAllowed","False"
"ranj@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","False"
"ranj@HTB.LOCAL","USER","","Account Operators@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","False"
"ranj@HTB.LOCAL","USER","","Local System@HTB.LOCAL","USER","GenericAll","","AccessAllowed","False"
"ranj@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","ExtendedRight","User-Force-Change-Password","AccessAllowed","True"
"ranj@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteProperty","Member","AccessAllowed","True"
"ranj@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteDacl","","AccessAllowed","True"
"ranj@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteDacl","","AccessAllowed","True"
"ranj@HTB.LOCAL","USER","","Enterprise Admins@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","True"
"ranj@HTB.LOCAL","USER","","Administrators@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","True"
"ranj@HTB.LOCAL","USER","","Local System@HTB.LOCAL","USER","Owner","","AccessAllowed","False"
"brad_da@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"brad_da@HTB.LOCAL","USER","","Enterprise Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"brad_da@HTB.LOCAL","USER","","Administrators@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"brad_da@HTB.LOCAL","USER","","Local System@HTB.LOCAL","USER","GenericAll","","AccessAllowed","False"
"brad_da@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","Owner","","AccessAllowed","False"
"claire_da@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"claire_da@HTB.LOCAL","USER","","Enterprise Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"claire_da@HTB.LOCAL","USER","","Administrators@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"claire_da@HTB.LOCAL","USER","","Local System@HTB.LOCAL","USER","GenericAll","","AccessAllowed","False"
"claire_da@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","Owner","","AccessAllowed","False"
"mark@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","False"
"mark@HTB.LOCAL","USER","","Account Operators@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","False"
"mark@HTB.LOCAL","USER","","Local System@HTB.LOCAL","USER","GenericAll","","AccessAllowed","False"
"mark@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","ExtendedRight","User-Force-Change-Password","AccessAllowed","True"
"mark@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteProperty","Member","AccessAllowed","True"
"mark@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteDacl","","AccessAllowed","True"
"mark@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteDacl","","AccessAllowed","True"
"mark@HTB.LOCAL","USER","","Enterprise Admins@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","True"
"mark@HTB.LOCAL","USER","","Administrators@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","True"
"mark@HTB.LOCAL","USER","","Local System@HTB.LOCAL","USER","Owner","","AccessAllowed","False"
"rosie@HTB.LOCAL","USER","","Domain Admins@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","False"
"rosie@HTB.LOCAL","USER","","Account Operators@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","False"
"rosie@HTB.LOCAL","USER","","Local System@HTB.LOCAL","USER","GenericAll","","AccessAllowed","False"
"rosie@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","ExtendedRight","User-Force-Change-Password","AccessAllowed","True"
"rosie@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteProperty","Member","AccessAllowed","True"
"rosie@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteDacl","","AccessAllowed","True"
"rosie@HTB.LOCAL","USER","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteDacl","","AccessAllowed","True"
"rosie@HTB.LOCAL","USER","","Enterprise Admins@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","True"
"rosie@HTB.LOCAL","USER","","Administrators@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","True"
"rosie@HTB.LOCAL","USER","","Local System@HTB.LOCAL","USER","Owner","","AccessAllowed","False"
"Default Domain Policy@HTB.LOCAL","GPO","31B2F340-016D-11D2-945F-00C04FB984F9","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Policy@HTB.LOCAL","GPO","31B2F340-016D-11D2-945F-00C04FB984F9","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Policy@HTB.LOCAL","GPO","31B2F340-016D-11D2-945F-00C04FB984F9","Enterprise Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Policy@HTB.LOCAL","GPO","31B2F340-016D-11D2-945F-00C04FB984F9","Enterprise Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Policy@HTB.LOCAL","GPO","31B2F340-016D-11D2-945F-00C04FB984F9","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Policy@HTB.LOCAL","GPO","31B2F340-016D-11D2-945F-00C04FB984F9","Creator Owner@HTB.LOCAL","USER","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Policy@HTB.LOCAL","GPO","31B2F340-016D-11D2-945F-00C04FB984F9","Local System@HTB.LOCAL","USER","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Policy@HTB.LOCAL","GPO","31B2F340-016D-11D2-945F-00C04FB984F9","Domain Admins@HTB.LOCAL","GROUP","Owner","","AccessAllowed","False"
"Default Domain Controllers Policy@HTB.LOCAL","GPO","6AC1786C-016F-11D2-945F-00C04fB984F9","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Controllers Policy@HTB.LOCAL","GPO","6AC1786C-016F-11D2-945F-00C04fB984F9","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Controllers Policy@HTB.LOCAL","GPO","6AC1786C-016F-11D2-945F-00C04fB984F9","Enterprise Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Controllers Policy@HTB.LOCAL","GPO","6AC1786C-016F-11D2-945F-00C04fB984F9","Enterprise Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Controllers Policy@HTB.LOCAL","GPO","6AC1786C-016F-11D2-945F-00C04fB984F9","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Controllers Policy@HTB.LOCAL","GPO","6AC1786C-016F-11D2-945F-00C04fB984F9","Creator Owner@HTB.LOCAL","USER","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Controllers Policy@HTB.LOCAL","GPO","6AC1786C-016F-11D2-945F-00C04fB984F9","Local System@HTB.LOCAL","USER","WriteDacl WriteOwner","","AccessAllowed","False"
"Default Domain Controllers Policy@HTB.LOCAL","GPO","6AC1786C-016F-11D2-945F-00C04fB984F9","Domain Admins@HTB.LOCAL","GROUP","Owner","","AccessAllowed","False"
"All_Staff@HTB.LOCAL","GROUP","","Domain Admins@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","False"
"All_Staff@HTB.LOCAL","GROUP","","Account Operators@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","False"
"All_Staff@HTB.LOCAL","GROUP","","Local System@HTB.LOCAL","USER","GenericAll","","AccessAllowed","False"
"All_Staff@HTB.LOCAL","GROUP","","Exchange Windows Permissions@HTB.LOCAL","GROUP","ExtendedRight","User-Force-Change-Password","AccessAllowed","True"
"All_Staff@HTB.LOCAL","GROUP","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteProperty","Member","AccessAllowed","True"
"All_Staff@HTB.LOCAL","GROUP","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteDacl","","AccessAllowed","True"
"All_Staff@HTB.LOCAL","GROUP","","Exchange Windows Permissions@HTB.LOCAL","GROUP","WriteDacl","","AccessAllowed","True"
"All_Staff@HTB.LOCAL","GROUP","","Enterprise Admins@HTB.LOCAL","GROUP","GenericAll","","AccessAllowed","True"
"All_Staff@HTB.LOCAL","GROUP","","Administrators@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","True"
"All_Staff@HTB.LOCAL","GROUP","","Local System@HTB.LOCAL","USER","Owner","","AccessAllowed","False"
"REEL.HTB.LOCAL","COMPUTER","","Domain Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"REEL.HTB.LOCAL","COMPUTER","","Enterprise Admins@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"REEL.HTB.LOCAL","COMPUTER","","Administrators@HTB.LOCAL","GROUP","WriteDacl WriteOwner","","AccessAllowed","False"
"REEL.HTB.LOCAL","COMPUTER","","Local System@HTB.LOCAL","USER","GenericAll","","AccessAllowed","False"
"REEL.HTB.LOCAL","COMPUTER","","Domain Admins@HTB.LOCAL","GROUP","Owner","","AccessAllowed","False"
